Filename	Category Code	Column Number	Data Label	Data Label Source	Controlled Vocab Cd
demo.txt	DEMO	8	07 Penultimate Place Lived Address		
demo.txt	DEMO	9	08 Penultimate Place Lived District		
demo.txt	DEMO	10	09 Penultimate Place Lived Referencia		
demo.txt	DEMO	11	10 What Prison Where You In During This Period Location		
demo.txt	DEMO	12	11 What Prison Where You In During This Period Name		
demo.txt	DEMO	13	12 What Prison Where You In During The Penultimate Time You Were In Prison Location		
demo.txt	DEMO	14	13 What Prison Where You In During The Penultimate Time You Were In Prison Name		
demo.txt	DEMO	15	14 District 		
demo.txt	DEMO	16	15 ATE Vitarte		
demo.txt	DEMO	17	16 Ancon		
demo.txt	DEMO	18	17 Barranco		
demo.txt	DEMO	19	18 Bellavista		
demo.txt	DEMO	20	19 LMUVSB		
demo.txt	DEMO	21	20 Callao cercado		
demo.txt	DEMO	22	21 Carabayllo		
demo.txt	DEMO	23	22 Carmen De la legua		
demo.txt	DEMO	24	23 Chaclacayo		
demo.txt	DEMO	25	24 Comas		
demo.txt	DEMO	26	25 El Agustino		
demo.txt	DEMO	27	26 Independencia		
demo.txt	DEMO	28	27 Jesus Maria		
demo.txt	DEMO	29	28 LA molina		
demo.txt	DEMO	30	29 LA victoria		
demo.txt	DEMO	31	30 Lima cercado		
demo.txt	DEMO	32	31 Lince		
demo.txt	DEMO	33	32 Los olivos		
demo.txt	DEMO	34	33 Magdalena del ma		
demo.txt	DEMO	35	34 Miraflores		
demo.txt	DEMO	36	35 Puente Piedra		
demo.txt	DEMO	37	36 Rimac		
demo.txt	DEMO	38	37 San Borja		
demo.txt	DEMO	39	38 San isidro		
demo.txt	DEMO	40	39 San Juan De jurigancho		
demo.txt	DEMO	41	40 San juan de miraflores		
demo.txt	DEMO	42	41 San luis		
demo.txt	DEMO	43	42 San martin de porres		
demo.txt	DEMO	44	43 Santa Anita		
demo.txt	DEMO	45	43 Santiago de surco		
demo.txt	DEMO	46	44 Surquillo		
demo.txt	DEMO	47	45 Ventanilla		
demo.txt	DEMO	48	46 Villa El Salvador		
demo.txt	DEMO	49	47 Villa Maria Del Triunfo		
demo.txt	DEMO	50	48 Pueblo Libre		
demo.txt	DEMO	51	49 Chorrillos		
demo.txt	DEMO	52	50 San Giguel		
demo.txt	DEMO	53	SUBJ_ID		
demo.txt	DEMO	54	51 Is the participant an index case		
demo.txt	DEMO	55	52 Maritial Status		
demo.txt	DEMO	56	53 Other relation to index		
demo.txt	DEMO	57	54 Relation_to_index		
demo.txt	DEMO	58	55 Encounter_date		
demo.txt	DEMO	59	Days Per Week That You Use Public Transport		
demo.txt	DEMO	60	Hours Per Week Spent On Public Transport		
demo.txt	DEMO	61	How Many People Did You Have A Face To Face Conversation With Yesterday		
demo.txt	DEMO	62	How Many People Did You Have Physical Contact With Yesterday		
demo.txt	DEMO	63	Date Lived In House Before Current House To Year		
demo.txt	DEMO	64	Date Lived In House Before Current House From Year		
demo.txt	DEMO	65	Last Time You Were In Prison To Month		
demo.txt	DEMO	66	Last Time You Were In Prison To Year		
demo.txt	DEMO	67	Last Time You Were In Prison From Month		
demo.txt	DEMO	68	Last Time You Were In Prison From Year		
demo.txt	DEMO	69	Last_address_to_month		
demo.txt	DEMO	70	Last_address_from_month		
demo.txt	DEMO	71	Penultimate_address_to_month		
demo.txt	DEMO	72	Penultimate_address_to_year		
demo.txt	DEMO	73	Penultimate_address_from_month		
demo.txt	DEMO	74	Penultimate_address_from_year		
demo.txt	DEMO	74	Penultimate_prison_to_month		
demo.txt	DEMO	75	Penultimate_prison_to_year		
demo.txt	DEMO	76	Penultimate_prison_from_month		
demo.txt	DEMO	77	Penultimate_prison_from_year		
demo.txt	DEMO	78	Days/wk use public transportation		
demo.txt	DEMO	79	56 Last Address		
demo.txt	DEMO	80	57 Penultimate_address		
demo.txt	DEMO	81	58 Lighting_type		
demo.txt	DEMO	82	Num_district		
demo.txt	DEMO	83	Moved_twice		
demo.txt	DEMO	84	59 Prisoned_twice		
demo.txt	DEMO	85	60 Daily work with more than 25 people		
demo.txt	DEMO	86	61 Health worker		
demo.txt	DEMO	87	62 Ever moved in last 5 yrs		
demo.txt	DEMO	88	63 Bus driver		
demo.txt	DEMO	89	64 Fare collector		
demo.txt	DEMO	90	65 Street vendor		
demo.txt	DEMO	91	66 Worked in a prison		
demo.txt	DEMO	92	67 Served customers at a cantina, disco or bar		
demo.txt	DEMO	93	68 Ever in prison in last 5 yrs		
demo.txt	DEMO	94	69 Education Level		
demo.txt	DEMO	95	70 Are You Studying At The Moment		
demo.txt	DEMO	96	71 Work_outside		
demo.txt	DEMO	97	Bio_link_index		
demo.txt	DEMO	98	72 Pub_transportation		
demo.txt	DEMO	99	73 Social_contact		
demo.txt	DEMO	100	74 Physical_contact		
demo.txt	DEMO	101	75 Job_contact		
enut.txt	ENUT	1	BMI		
enut.txt	ENUT	2	SUBJ_ID		
enut.txt	ENUT	3	Height		
enut.txt	ENUT	4	Weight		
hhc_master.txt	HHC_MASTER	1	SUBJ_ID		
hhc_master.txt	HHC_MASTER	2	01 HH_id		
hhc_master.txt	HHC_MASTER	3	02 Date_enrolled		
hhc_master.txt	HHC_MASTER	4	Age		
hhc_master.txt	HHC_MASTER	5	03 Sex		
hhc_master.txt	HHC_MASTER	6	04 PPD_consent		
hhc_master.txt	HHC_MASTER	7	05 Birthdate		
hhc_master.txt	HHC_MASTER	8	06 HIV		
hhc_master.txt	HHC_MASTER	9	07 HIV_treat		
hhc_master.txt	HHC_MASTER	10	08 Diabetes		
hhc_master.txt	HHC_MASTER	11	09 Diab_treat		
hhc_master.txt	HHC_MASTER	12	10 BCG_vaccine		
hhc_master.txt	HHC_MASTER	13	11 BCG_scar		
hhc_master.txt	HHC_MASTER	14	Num_scar		
hhc_master.txt	HHC_MASTER	15	12 Smk_status		
hhc_master.txt	HHC_MASTER	16	13 DRK_status		
hhc_master.txt	HHC_MASTER	17	14 HIV_LabResult		
hhc_master.txt	HHC_MASTER	18	Height		
hhc_master.txt	HHC_MASTER	19	Weight		
hhc_master.txt	HHC_MASTER	20	BMI		
hhc_master.txt	HHC_MASTER	21	15 Malnutrition		
hhc_master.txt	HHC_MASTER	22	16 Student		
hhc_master.txt	HHC_MASTER	23	17 Work_outside		
hhc_master.txt	HHC_MASTER	24	18 Education 		
hhc_master.txt	HHC_MASTER	25	Days Per Week That You Use Public Transport		
hhc_master.txt	HHC_MASTER	26	19 Pub_Transportation		
hhc_master.txt	HHC_MASTER	27	No of face talk greater than 5 mins yesterday		
hhc_master.txt	HHC_MASTER	28	20 Social_Contact		
hhc_master.txt	HHC_MASTER	29	No of physical contact yesterday		
hhc_master.txt	HHC_MASTER	30	21 Physical_Contact		
hhc_master.txt	HHC_MASTER	31	22 Daily work with more than 25 people		
hhc_master.txt	HHC_MASTER	32	23 Health worker		
hhc_master.txt	HHC_MASTER	33	24 Bus driver		
hhc_master.txt	HHC_MASTER	34	25 Fare collector		
hhc_master.txt	HHC_MASTER	35	26 Street vendor		
hhc_master.txt	HHC_MASTER	36	27 Worked in a prison		
hhc_master.txt	HHC_MASTER	37	28 Served customers at a cantina or disco or bar		
hhc_master.txt	HHC_MASTER	38	29 Job_contact		
hhc_master.txt	HHC_MASTER	39	30 House		
hhc_master.txt	HHC_MASTER	40	31 Wall		
hhc_master.txt	HHC_MASTER	41	32 Floor		
hhc_master.txt	HHC_MASTER	42	33 Roof		
hhc_master.txt	HHC_MASTER	43	34 Water		
hhc_master.txt	HHC_MASTER	44	35 Sanitation		
hhc_master.txt	HHC_MASTER	45	36 Light		
hhc_master.txt	HHC_MASTER	46	Total_room_number		
hhc_master.txt	HHC_MASTER	47	Number_bedroom		
hhc_master.txt	HHC_MASTER	48	HH_size		
hhc_master.txt	HHC_MASTER	49	Sesscore_adj		
hhc_master.txt	HHC_MASTER	50	sesgroup		
hhc_master.txt	HHC_MASTER	51	ppda_q1_a_0m		
hhc_master.txt	HHC_MASTER	52	ppda_q1_a_6m		
hhc_master.txt	HHC_MASTER	53	ppda_q1_a_12m		
hhc_master.txt	HHC_MASTER	54	ppd_positive_0m		
hhc_master.txt	HHC_MASTER	55	ppd_positive_6m		
hhc_master.txt	HHC_MASTER	56	ppd_positive_12m		
hhc_master.txt	HHC_MASTER	57	37 PPDA_q1_b_0m		
hhc_master.txt	HHC_MASTER	58	38 PPDA_q1_b_6m		
hhc_master.txt	HHC_MASTER	59	39 PPDA_q1_b_12m		
hhc_master.txt	HHC_MASTER	60	40 Cier_withdraw_reason		
hhc_master.txt	HHC_MASTER	61	41 Cier_date		
hhc_master.txt	HHC_MASTER	62	42 Diagnosed TB before		
hhc_master.txt	HHC_MASTER	63	43 IPT		
hhc_master.txt	HHC_MASTER	64	44 TB Diagnosised by Dr.		
hhc_master.txt	HHC_MASTER	65	45 CAMB_Q1_date		
hhc_master.txt	HHC_MASTER	66	46 Sample_id_ENROLL		
hhc_master.txt	HHC_MASTER	67	47 Sample_id_FLUP_6m		
hhc_master.txt	HHC_MASTER	68	19 Sample_id_FLUP_12m		
hhc_master.txt	HHC_MASTER	69	20 Sample_id_FLUP_7m		
hhc_master.txt	HHC_MASTER	70	21 Sample_id_FLUP_4m		
hhc_master.txt	HHC_MASTER	71	22 Sample_id_FLUP_10m		
hhc_master.txt	HHC_MASTER	72	23 Sample_id_FLUP_3m		
hhc_master.txt	HHC_MASTER	73	24 Sample_id_FLUP_11m		
hhc_master.txt	HHC_MASTER	74	25 Sample_id_FLUP_2m		
hhc_master.txt	HHC_MASTER	75	26 Sample_id_FLUP_1m		
hhc_master.txt	HHC_MASTER	76	27 Sample_id_FLUP_9m		
hhc_master.txt	HHC_MASTER	77	28 Sample_id_FLUP_5m		
hhc_master.txt	HHC_MASTER	78	29 Sample_id_FLUP_8m		
hhc_master.txt	HHC_MASTER	79	OMIT		
hhc_master.txt	HHC_MASTER	80	OMIT		
hhc_master.txt	HHC_MASTER	81	OMIT		
hhc_master.txt	HHC_MASTER	82	OMIT		
hhc_master.txt	HHC_MASTER	83	OMIT		
hhc_master.txt	HHC_MASTER	84	OMIT		
hhc_master.txt	HHC_MASTER	85	OMIT		
hhc_master.txt	HHC_MASTER	86	OMIT		
hhc_master.txt	HHC_MASTER	87	OMIT		
hhc_master.txt	HHC_MASTER	88	OMIT		
hhc_master.txt	HHC_MASTER	89	OMIT		
hhc_master.txt	HHC_MASTER	90	OMIT		
hhc_master.txt	HHC_MASTER	91	OMIT		
hhc_master.txt	HHC_MASTER	92	OMIT		
hhc_master.txt	HHC_MASTER	93	OMIT		
hhc_master.txt	HHC_MASTER	94	OMIT		
hhc_master.txt	HHC_MASTER	95	OMIT		
hhc_master.txt	HHC_MASTER	96	OMIT		
hhc_master.txt	HHC_MASTER	97	OMIT		
hhc_master.txt	HHC_MASTER	98	30 CUResult_date_ENROLL		
hhc_master.txt	HHC_MASTER	99	31 CUResult_date_FLUP_6m		
hhc_master.txt	HHC_MASTER	100	32 CUResult_date_FLUP_12m		
hhc_master.txt	HHC_MASTER	101	33 CUResult_date_FLUP_7m		
hhc_master.txt	HHC_MASTER	102	34 CUResult_date_FLUP_4m		
hhc_master.txt	HHC_MASTER	103	35 CUResult_date_FLUP_10m		
hhc_master.txt	HHC_MASTER	104	36 CUResult_date_FLUP_3m		
hhc_master.txt	HHC_MASTER	105	37 CUResult_date_FLUP_11m		
hhc_master.txt	HHC_MASTER	106	38 CUResult_date_FLUP_2m		
hhc_master.txt	HHC_MASTER	107	39 CUResult_date_FLUP_1m		
hhc_master.txt	HHC_MASTER	108	40 CUResult_date_FLUP_9m		
hhc_master.txt	HHC_MASTER	109	41 CUResult_date_FLUP_5m		
hhc_master.txt	HHC_MASTER	110	42 CUResult_date_FLUP_8m		
hhc_master.txt	HHC_MASTER	111	OMIT		
hhc_master.txt	HHC_MASTER	112	OMIT		
hhc_master.txt	HHC_MASTER	113	OMIT		
hhc_master.txt	HHC_MASTER	114	OMIT		
hhc_master.txt	HHC_MASTER	115	OMIT		
hhc_master.txt	HHC_MASTER	116	OMIT		
hhc_master.txt	HHC_MASTER	117	OMIT		
hhc_master.txt	HHC_MASTER	118	OMIT		
hhc_master.txt	HHC_MASTER	119	OMIT		
hhc_master.txt	HHC_MASTER	120	OMIT		
hhc_master.txt	HHC_MASTER	121	OMIT		
hhc_master.txt	HHC_MASTER	122	OMIT		
hhc_master.txt	HHC_MASTER	123	OMIT		
hhc_master.txt	HHC_MASTER	124	OMIT		
hhc_master.txt	HHC_MASTER	125	OMIT		
hhc_master.txt	HHC_MASTER	126	OMIT		
hhc_master.txt	HHC_MASTER	127	OMIT		
hhc_master.txt	HHC_MASTER	128	OMIT		
hhc_master.txt	HHC_MASTER	129	OMIT		
hhc_master.txt	HHC_MASTER	130	43 Cu_result_ENROLL		
hhc_master.txt	HHC_MASTER	131	44 Cu_result_FLUP_6m		
hhc_master.txt	HHC_MASTER	132	45 Cu_result_FLUP_12m		
hhc_master.txt	HHC_MASTER	133	46 Cu_result_FLUP_7m		
hhc_master.txt	HHC_MASTER	134	47 Cu_result_FLUP_4m		
hhc_master.txt	HHC_MASTER	135	48 Cu_result_FLUP_10m		
hhc_master.txt	HHC_MASTER	136	49 Cu_result_FLUP_3m		
hhc_master.txt	HHC_MASTER	137	50 Cu_result_FLUP_11m		
hhc_master.txt	HHC_MASTER	138	51 Cu_result_FLUP_2m		
hhc_master.txt	HHC_MASTER	139	52 Cu_result_FLUP_1m		
hhc_master.txt	HHC_MASTER	140	53 Cu_result_FLUP_9m		
hhc_master.txt	HHC_MASTER	141	54 Cu_result_FLUP_5m		
hhc_master.txt	HHC_MASTER	142	55 Cu_result_FLUP_8m		
hhc_master.txt	HHC_MASTER	143	OMIT		
hhc_master.txt	HHC_MASTER	144	OMIT		
hhc_master.txt	HHC_MASTER	145	OMIT		
hhc_master.txt	HHC_MASTER	146	OMIT		
hhc_master.txt	HHC_MASTER	147	OMIT		
hhc_master.txt	HHC_MASTER	148	OMIT		
hhc_master.txt	HHC_MASTER	149	OMIT		
hhc_master.txt	HHC_MASTER	150	OMIT		
hhc_master.txt	HHC_MASTER	151	OMIT		
hhc_master.txt	HHC_MASTER	152	OMIT		
hhc_master.txt	HHC_MASTER	153	OMIT		
hhc_master.txt	HHC_MASTER	154	OMIT		
hhc_master.txt	HHC_MASTER	155	OMIT		
hhc_master.txt	HHC_MASTER	156	OMIT		
hhc_master.txt	HHC_MASTER	157	OMIT		
hhc_master.txt	HHC_MASTER	158	OMIT		
hhc_master.txt	HHC_MASTER	159	OMIT		
hhc_master.txt	HHC_MASTER	160	OMIT		
hhc_master.txt	HHC_MASTER	161	OMIT		
hhc_master.txt	HHC_MASTER	162	56 BKResult_date_ENROLL		
hhc_master.txt	HHC_MASTER	163	57 BKResult_date_FLUP_6m		
hhc_master.txt	HHC_MASTER	164	58 BKResult_date_FLUP_12m		
hhc_master.txt	HHC_MASTER	165	59 BKResult_date_FLUP_7m		
hhc_master.txt	HHC_MASTER	166	60 BKResult_date_FLUP_4m		
hhc_master.txt	HHC_MASTER	167	61 BKResult_date_FLUP_10m		
hhc_master.txt	HHC_MASTER	168	62 BKResult_date_FLUP_3m		
hhc_master.txt	HHC_MASTER	169	63 BKResult_date_FLUP_11m		
hhc_master.txt	HHC_MASTER	170	64 BKResult_date_FLUP_2m		
hhc_master.txt	HHC_MASTER	171	65 BKResult_date_FLUP_1m		
hhc_master.txt	HHC_MASTER	172	66 BKResult_date_FLUP_9m		
hhc_master.txt	HHC_MASTER	173	67 BKResult_date_FLUP_5m		
hhc_master.txt	HHC_MASTER	174	68 BKResult_date_FLUP_8m		
hhc_master.txt	HHC_MASTER	175	OMIT		
hhc_master.txt	HHC_MASTER	176	OMIT		
hhc_master.txt	HHC_MASTER	177	OMIT		
hhc_master.txt	HHC_MASTER	178	OMIT		
hhc_master.txt	HHC_MASTER	179	OMIT		
hhc_master.txt	HHC_MASTER	180	OMIT		
hhc_master.txt	HHC_MASTER	181	OMIT		
hhc_master.txt	HHC_MASTER	182	OMIT		
hhc_master.txt	HHC_MASTER	183	OMIT		
hhc_master.txt	HHC_MASTER	184	OMIT		
hhc_master.txt	HHC_MASTER	185	OMIT		
hhc_master.txt	HHC_MASTER	186	OMIT		
hhc_master.txt	HHC_MASTER	187	OMIT		
hhc_master.txt	HHC_MASTER	188	OMIT		
hhc_master.txt	HHC_MASTER	189	OMIT		
hhc_master.txt	HHC_MASTER	190	OMIT		
hhc_master.txt	HHC_MASTER	191	OMIT		
hhc_master.txt	HHC_MASTER	192	OMIT		
hhc_master.txt	HHC_MASTER	193	OMIT		
hhc_master.txt	HHC_MASTER	194	69 BK_result_ENROLL		
hhc_master.txt	HHC_MASTER	195	70 BK_result_FLUP_6m		
hhc_master.txt	HHC_MASTER	196	71 BK_result_FLUP_12m		
hhc_master.txt	HHC_MASTER	197	72 BK_result_FLUP_7m		
hhc_master.txt	HHC_MASTER	198	73 BK_result_FLUP_4m		
hhc_master.txt	HHC_MASTER	199	74 BK_result_FLUP_10m		
hhc_master.txt	HHC_MASTER	200	75 BK_result_FLUP_3m		
hhc_master.txt	HHC_MASTER	201	76 BK_result_FLUP_11m		
hhc_master.txt	HHC_MASTER	202	77 BK_result_FLUP_2m		
hhc_master.txt	HHC_MASTER	203	78 BK_result_FLUP_1m		
hhc_master.txt	HHC_MASTER	204	79 BK_result_FLUP_9m		
hhc_master.txt	HHC_MASTER	205	80 BK_result_FLUP_5m		
hhc_master.txt	HHC_MASTER	206	81 BK_result_FLUP_8m		
hhc_master.txt	HHC_MASTER	207	OMIT		
hhc_master.txt	HHC_MASTER	208	OMIT		
hhc_master.txt	HHC_MASTER	209	OMIT		
hhc_master.txt	HHC_MASTER	210	OMIT		
hhc_master.txt	HHC_MASTER	211	OMIT		
hhc_master.txt	HHC_MASTER	212	OMIT		
hhc_master.txt	HHC_MASTER	213	OMIT		
hhc_master.txt	HHC_MASTER	214	OMIT		
hhc_master.txt	HHC_MASTER	215	OMIT		
hhc_master.txt	HHC_MASTER	216	OMIT		
hhc_master.txt	HHC_MASTER	217	OMIT		
hhc_master.txt	HHC_MASTER	218	OMIT		
hhc_master.txt	HHC_MASTER	219	OMIT		
hhc_master.txt	HHC_MASTER	220	OMIT		
hhc_master.txt	HHC_MASTER	221	OMIT		
hhc_master.txt	HHC_MASTER	222	OMIT		
hhc_master.txt	HHC_MASTER	223	OMIT		
hhc_master.txt	HHC_MASTER	224	OMIT		
hhc_master.txt	HHC_MASTER	225	OMIT		
hhc_master.txt	HHC_MASTER	226	DST1l_ENROLL		
hhc_master.txt	HHC_MASTER	227	DST1l_FLUP_6m		
hhc_master.txt	HHC_MASTER	228	DST1l_FLUP_12m		
hhc_master.txt	HHC_MASTER	229	DST1l_FLUP_7m		
hhc_master.txt	HHC_MASTER	230	DST1l_FLUP_4m		
hhc_master.txt	HHC_MASTER	231	DST1l_FLUP_10m		
hhc_master.txt	HHC_MASTER	232	DST1l_FLUP_3m		
hhc_master.txt	HHC_MASTER	233	DST1l_FLUP_11m		
hhc_master.txt	HHC_MASTER	234	DST1l_FLUP_2m		
hhc_master.txt	HHC_MASTER	235	DST1l_FLUP_1m		
hhc_master.txt	HHC_MASTER	236	DST1l_FLUP_9m		
hhc_master.txt	HHC_MASTER	237	DST1l_FLUP_5m		
hhc_master.txt	HHC_MASTER	238	DST1l_FLUP_8m		
hhc_master.txt	HHC_MASTER	239	OMIT		
hhc_master.txt	HHC_MASTER	240	OMIT		
hhc_master.txt	HHC_MASTER	241	OMIT		
hhc_master.txt	HHC_MASTER	242	OMIT		
hhc_master.txt	HHC_MASTER	243	OMIT		
hhc_master.txt	HHC_MASTER	244	OMIT		
hhc_master.txt	HHC_MASTER	245	OMIT		
hhc_master.txt	HHC_MASTER	246	OMIT		
hhc_master.txt	HHC_MASTER	247	OMIT		
hhc_master.txt	HHC_MASTER	248	OMIT		
hhc_master.txt	HHC_MASTER	249	OMIT		
hhc_master.txt	HHC_MASTER	250	OMIT		
hhc_master.txt	HHC_MASTER	251	OMIT		
hhc_master.txt	HHC_MASTER	252	OMIT		
hhc_master.txt	HHC_MASTER	253	OMIT		
hhc_master.txt	HHC_MASTER	254	OMIT		
hhc_master.txt	HHC_MASTER	255	OMIT		
hhc_master.txt	HHC_MASTER	256	OMIT		
hhc_master.txt	HHC_MASTER	257	OMIT		
hhc_master.txt	HHC_MASTER	258	82 dst1Result_date_ENROLL		
hhc_master.txt	HHC_MASTER	259	83 dst1Result_date_FLUP_6m		
hhc_master.txt	HHC_MASTER	260	84 dst1Result_date_FLUP_12m		
hhc_master.txt	HHC_MASTER	261	85 dst1Result_date_FLUP_7m		
hhc_master.txt	HHC_MASTER	262	86 dst1Result_date_FLUP_4m		
hhc_master.txt	HHC_MASTER	263	87 dst1Result_date_FLUP_10m		
hhc_master.txt	HHC_MASTER	264	88 dst1Result_date_FLUP_3m		
hhc_master.txt	HHC_MASTER	265	89 dst1Result_date_FLUP_11m		
hhc_master.txt	HHC_MASTER	266	90 dst1Result_date_FLUP_2m		
hhc_master.txt	HHC_MASTER	267	91 dst1Result_date_FLUP_1m		
hhc_master.txt	HHC_MASTER	268	92 dst1Result_date_FLUP_9m		
hhc_master.txt	HHC_MASTER	269	93 dst1Result_date_FLUP_5m		
hhc_master.txt	HHC_MASTER	270	94 dst1Result_date_FLUP_8m		
hhc_master.txt	HHC_MASTER	271	OMIT		
hhc_master.txt	HHC_MASTER	272	OMIT		
hhc_master.txt	HHC_MASTER	273	OMIT		
hhc_master.txt	HHC_MASTER	274	OMIT		
hhc_master.txt	HHC_MASTER	275	OMIT		
hhc_master.txt	HHC_MASTER	276	OMIT		
hhc_master.txt	HHC_MASTER	277	OMIT		
hhc_master.txt	HHC_MASTER	278	OMIT		
hhc_master.txt	HHC_MASTER	279	OMIT		
hhc_master.txt	HHC_MASTER	280	OMIT		
hhc_master.txt	HHC_MASTER	281	OMIT		
hhc_master.txt	HHC_MASTER	282	OMIT		
hhc_master.txt	HHC_MASTER	283	OMIT		
hhc_master.txt	HHC_MASTER	284	OMIT		
hhc_master.txt	HHC_MASTER	285	OMIT		
hhc_master.txt	HHC_MASTER	286	OMIT		
hhc_master.txt	HHC_MASTER	287	OMIT		
hhc_master.txt	HHC_MASTER	288	OMIT		
hhc_master.txt	HHC_MASTER	289	OMIT		
hhc_master.txt	HHC_MASTER	290	dst2l_ENROLL		
hhc_master.txt	HHC_MASTER	291	dst2l_FLUP_6m		
hhc_master.txt	HHC_MASTER	292	dst2l_FLUP_12m		
hhc_master.txt	HHC_MASTER	293	dst2l_FLUP_7m		
hhc_master.txt	HHC_MASTER	294	dst2l_FLUP_4m		
hhc_master.txt	HHC_MASTER	295	OMIT		
hhc_master.txt	HHC_MASTER	296	dst2l_FLUP_3m		
hhc_master.txt	HHC_MASTER	297	OMIT		
hhc_master.txt	HHC_MASTER	298	dst2l_FLUP_2m		
hhc_master.txt	HHC_MASTER	299	dst2l_FLUP_1m		
hhc_master.txt	HHC_MASTER	300	OMIT		
hhc_master.txt	HHC_MASTER	301	OMIT		
hhc_master.txt	HHC_MASTER	302	OMIT		
hhc_master.txt	HHC_MASTER	303	OMIT		
hhc_master.txt	HHC_MASTER	304	OMIT		
hhc_master.txt	HHC_MASTER	305	OMIT		
hhc_master.txt	HHC_MASTER	306	OMIT		
hhc_master.txt	HHC_MASTER	307	OMIT		
hhc_master.txt	HHC_MASTER	308	OMIT		
hhc_master.txt	HHC_MASTER	309	OMIT		
hhc_master.txt	HHC_MASTER	310	OMIT		
hhc_master.txt	HHC_MASTER	311	OMIT		
hhc_master.txt	HHC_MASTER	312	OMIT		
hhc_master.txt	HHC_MASTER	313	OMIT		
hhc_master.txt	HHC_MASTER	314	OMIT		
hhc_master.txt	HHC_MASTER	315	OMIT		
hhc_master.txt	HHC_MASTER	316	OMIT		
hhc_master.txt	HHC_MASTER	317	OMIT		
hhc_master.txt	HHC_MASTER	318	OMIT		
hhc_master.txt	HHC_MASTER	319	OMIT		
hhc_master.txt	HHC_MASTER	320	OMIT		
hhc_master.txt	HHC_MASTER	321	OMIT		
hhc_master.txt	HHC_MASTER	322	dst2Result_date_ENROLL		
hhc_master.txt	HHC_MASTER	323	dst2Result_date_FLUP_6m		
hhc_master.txt	HHC_MASTER	324	dst2Result_date_FLUP_12m		
hhc_master.txt	HHC_MASTER	325	dst2Result_date_FLUP_7m		
hhc_master.txt	HHC_MASTER	326	dst2Result_date_FLUP_4m		
hhc_master.txt	HHC_MASTER	327	OMIT		
hhc_master.txt	HHC_MASTER	328	dst2Result_date_FLUP_3m		
hhc_master.txt	HHC_MASTER	329	dst2Result_date_FLUP_11m		
hhc_master.txt	HHC_MASTER	330	dst2Result_date_FLUP_2m		
hhc_master.txt	HHC_MASTER	331	OMIT		
hhc_master.txt	HHC_MASTER	332	OMIT		
hhc_master.txt	HHC_MASTER	333	OMIT		
hhc_master.txt	HHC_MASTER	334	OMIT		
hhc_master.txt	HHC_MASTER	335	OMIT		
hhc_master.txt	HHC_MASTER	336	OMIT		
hhc_master.txt	HHC_MASTER	337	OMIT		
hhc_master.txt	HHC_MASTER	338	OMIT		
hhc_master.txt	HHC_MASTER	339	OMIT		
hhc_master.txt	HHC_MASTER	340	OMIT		
hhc_master.txt	HHC_MASTER	341	OMIT		
hhc_master.txt	HHC_MASTER	342	OMIT		
hhc_master.txt	HHC_MASTER	343	OMIT		
hhc_master.txt	HHC_MASTER	344	OMIT		
