"ColNum","Head1","Head2","SubFile","Evo","Reformat","VarName","Linked","Header"
65,"How.old.was.the.patient.when.the.following.gross.motor.milestones.were.met?","Crawl.on.hands.and.knees","Gross Motor Development",,,,,"How.old.was.the.patient.when.the.following.gross.motor.milestones.were.met?_Crawl.on.hands.and.knees"
66,"How.old.was.the.patient.when.the.following.gross.motor.milestones.were.met?","Walk.unassisted","Gross Motor Development",,,,,"How.old.was.the.patient.when.the.following.gross.motor.milestones.were.met?_Walk.unassisted"
67,"How.old.was.the.patient.when.the.following.gross.motor.milestones.were.met?","Climb.stairs.standing.up.without.help","Gross Motor Development",,,,,"How.old.was.the.patient.when.the.following.gross.motor.milestones.were.met?_Climb.stairs.standing.up.without.help"
68,"How.old.was.the.patient.when.the.following.gross.motor.milestones.were.met?","Descend.stairs.without.help","Gross Motor Development",,,,,"How.old.was.the.patient.when.the.following.gross.motor.milestones.were.met?_Descend.stairs.without.help"
69,"How.old.was.the.patient.when.the.following.gross.motor.milestones.were.met?","Jump.with.both.feet","Gross Motor Development",,,,,"How.old.was.the.patient.when.the.following.gross.motor.milestones.were.met?_Jump.with.both.feet"
70,"How.old.was.the.patient.when.the.following.gross.motor.milestones.were.met?","Pedal.tricycle","Gross Motor Development",,,,,"How.old.was.the.patient.when.the.following.gross.motor.milestones.were.met?_Pedal.tricycle"
71,"Once.the.patient.acquired.a.motor.skill,.does.the.gross.motor.skill",,"Gross Motor Development",,,,,"Once.the.patient.acquired.a.motor.skill,.does.the.gross.motor.skill"
72,"What.is.the.most.amount.of.physical.therapy.that.the.patient.has.received.on.a.regular.basis?",,"Gross Motor Development",,,,,"What.is.the.most.amount.of.physical.therapy.that.the.patient.has.received.on.a.regular.basis?"
73,"Has.the.patient.ever.experienced.a.loss.of.or.regression.in.a.previously.acquired.gross.motor.skill?",,"Gross Motor Development",,,,,"Has.the.patient.ever.experienced.a.loss.of.or.regression.in.a.previously.acquired.gross.motor.skill?"
74,"How.did.the.loss/regression.occur?",,"Gross Motor Development",,,,,"How.did.the.loss/regression.occur?"
75,"How.did.the.loss/regression.occur?","Other.Value","Gross Motor Development",,,,,"How.did.the.loss/regression.occur?_Other.Value"
76,"At.what.age.has.the.loss/regression.occurred?",,"Gross Motor Development",,,,,"At.what.age.has.the.loss/regression.occurred?"
77,"What.skill.was.lost?",,"Gross Motor Development",,,,,"What.skill.was.lost?"
78,"Was.the.lost.skill.regained?",,"Gross Motor Development",,,,,"Was.the.lost.skill.regained?"
79,"If.the.patient.received.a.recent.assessment.of.gross.motor.development,.what.was.the.age-equivalent.given.in.the.assessment?",,"Gross Motor Development",1,,,,"If.the.patient.received.a.recent.assessment.of.gross.motor.development,.what.was.the.age-equivalent.given.in.the.assessment?"
80,"How.old.was.the.patient.when.the.following.fine.motor.milestones.were.met?","Look.at,.reach.and.grasp.objects.placed.at.a.distance","Fine Motor Development",,,,,"How.old.was.the.patient.when.the.following.fine.motor.milestones.were.met?_Look.at,.reach.and.grasp.objects.placed.at.a.distance"
81,"How.old.was.the.patient.when.the.following.fine.motor.milestones.were.met?","Transfer.object.between.hands","Fine Motor Development",,,,,"How.old.was.the.patient.when.the.following.fine.motor.milestones.were.met?_Transfer.object.between.hands"
82,"How.old.was.the.patient.when.the.following.fine.motor.milestones.were.met?","Isolate.index.finger.to.point","Fine Motor Development",,,,,"How.old.was.the.patient.when.the.following.fine.motor.milestones.were.met?_Isolate.index.finger.to.point"
83,"How.old.was.the.patient.when.the.following.fine.motor.milestones.were.met?","Clap.hands","Fine Motor Development",,,,,"How.old.was.the.patient.when.the.following.fine.motor.milestones.were.met?_Clap.hands"
84,"How.old.was.the.patient.when.the.following.fine.motor.milestones.were.met?","Deliberately.release.object.to.a.container","Fine Motor Development",,,,,"How.old.was.the.patient.when.the.following.fine.motor.milestones.were.met?_Deliberately.release.object.to.a.container"
85,"How.old.was.the.patient.when.the.following.fine.motor.milestones.were.met?","Hit.two.objects.together","Fine Motor Development",,,,,"How.old.was.the.patient.when.the.following.fine.motor.milestones.were.met?_Hit.two.objects.together"
86,"How.old.was.the.patient.when.the.following.fine.motor.milestones.were.met?","Acquired.pincer.grasp","Fine Motor Development",,,,,"How.old.was.the.patient.when.the.following.fine.motor.milestones.were.met?_Acquired.pincer.grasp"
87,"How.old.was.the.patient.when.the.following.fine.motor.milestones.were.met?","Hold.and.drink.from.open.cup.unassisted","Fine Motor Development",,,,,"How.old.was.the.patient.when.the.following.fine.motor.milestones.were.met?_Hold.and.drink.from.open.cup.unassisted"
88,"How.old.was.the.patient.when.the.following.fine.motor.milestones.were.met?","Turn.knobs","Fine Motor Development",,,,,"How.old.was.the.patient.when.the.following.fine.motor.milestones.were.met?_Turn.knobs"
89,"How.old.was.the.patient.when.the.following.fine.motor.milestones.were.met?","Stack.and.balance.blocks","Fine Motor Development",,,,,"How.old.was.the.patient.when.the.following.fine.motor.milestones.were.met?_Stack.and.balance.blocks"
90,"Once.the.patient.acquired.a.motor.skill,.does.the.fine.motor.skill",,"Fine Motor Development",,,,,"Once.the.patient.acquired.a.motor.skill,.does.the.fine.motor.skill"
91,"What.is.the.most.amount.of.occupational.therapy.that.the.patient.has.received.on.a.regular.basis?",,"Fine Motor Development",,,,,"What.is.the.most.amount.of.occupational.therapy.that.the.patient.has.received.on.a.regular.basis?"
92,"Has.the.patient.ever.experienced.a.loss.of.or.regression.in.a.previously.acquired.fine.motor.skill?",,"Fine Motor Development",,,,,"Has.the.patient.ever.experienced.a.loss.of.or.regression.in.a.previously.acquired.fine.motor.skill?"
93,"How.did.the.loss/regression.occur?",,"Fine Motor Development",,,,,"How.did.the.loss/regression.occur?"
94,"How.did.the.loss/regression.occur?","Other.Value","Fine Motor Development",,,,,"How.did.the.loss/regression.occur?_Other.Value"
95,"At.what.age.has.the.loss/regression.occurred?",,"Fine Motor Development",,,,,"At.what.age.has.the.loss/regression.occurred?"
96,"What.skill.was.lost?",,"Fine Motor Development",,,,,"What.skill.was.lost?"
97,"Was.the.lost.skill.regained?",,"Fine Motor Development",,,,,"Was.the.lost.skill.regained?"
98,"If.the.patient.received.a.recent.assessment.of.fine.motor.development,.what.was.the.age-equivalent.given.in.the.assessment?",,"Fine Motor Development",1,,,,"If.the.patient.received.a.recent.assessment.of.fine.motor.development,.what.was.the.age-equivalent.given.in.the.assessment?"
99,"Is.the.patient.able.to.undress.without.assistance?","Answer","Self-Help Skills",1,,,,"Is.the.patient.able.to.undress.without.assistance?_Answer"
100,"Is.the.patient.able.to.undress.without.assistance?","Age.skill.was.attained","Self-Help Skills",1,,,,"Is.the.patient.able.to.undress.without.assistance?_Age.skill.was.attained"
101,"Is.the.patient.able.to.dress.without.assistance?","Answer","Self-Help Skills",1,,,,"Is.the.patient.able.to.dress.without.assistance?_Answer"
102,"Is.the.patient.able.to.dress.without.assistance?","Age.skill.was.attained","Self-Help Skills",1,,,,"Is.the.patient.able.to.dress.without.assistance?_Age.skill.was.attained"
103,"Is.the.patient.able.to.toilet.independently?.(during.the.day)","Answer","Self-Help Skills",1,,,,"Is.the.patient.able.to.toilet.independently?.(during.the.day)_Answer"
104,"Is.the.patient.able.to.toilet.independently?.(during.the.day)","Age.skill.was.attained","Self-Help Skills",1,,,,"Is.the.patient.able.to.toilet.independently?.(during.the.day)_Age.skill.was.attained"
105,"Is.the.patient.toilet-trained.at.night-time?","Answer","Self-Help Skills",1,,,,"Is.the.patient.toilet-trained.at.night-time?_Answer"
106,"Is.the.patient.toilet-trained.at.night-time?","Age.skill.was.attained","Self-Help Skills",1,,,,"Is.the.patient.toilet-trained.at.night-time?_Age.skill.was.attained"
107,"Is.the.patient.able.to.drink.independently?.(out.of.any.type.of.vessel)","Answer","Self-Help Skills",1,,,,"Is.the.patient.able.to.drink.independently?.(out.of.any.type.of.vessel)_Answer"
108,"Is.the.patient.able.to.drink.independently?.(out.of.any.type.of.vessel)","Age.skill.was.attained","Self-Help Skills",1,,,,"Is.the.patient.able.to.drink.independently?.(out.of.any.type.of.vessel)_Age.skill.was.attained"
109,"Is.the.patient.able.to.feed.himself/herself.independently?","1_Answer","Self-Help Skills",1,,"Answer","1","Is.the.patient.able.to.feed.himself/herself.independently?_1_Answer"
110,"Is.the.patient.able.to.feed.himself/herself.independently?","1_Age.at.milestone","Self-Help Skills",1,,"Age.at.milestone","1","Is.the.patient.able.to.feed.himself/herself.independently?_1_Age.at.milestone"
111,"Has.the.patient.ever.experienced.a.loss.of.or.regression.in.a.previously.acquired.self-help.skill?",,"Self-Help Skills",,,,,"Has.the.patient.ever.experienced.a.loss.of.or.regression.in.a.previously.acquired.self-help.skill?"
112,"How.did.the.loss/regression.occur?",,"Self-Help Skills",,,,,"How.did.the.loss/regression.occur?"
113,"How.did.the.loss/regression.occur?","Other.Value","Self-Help Skills",,,,,"How.did.the.loss/regression.occur?_Other.Value"
114,"At.what.age.has.the.loss/regression.occurred?",,"Self-Help Skills",,,,,"At.what.age.has.the.loss/regression.occurred?"
115,"What.skill.was.lost?",,"Self-Help Skills",,,,,"What.skill.was.lost?"
116,"Was.the.lost.skill.regained?",,"Self-Help Skills",,,,,"Was.the.lost.skill.regained?"
117,"Has.the.patient.ever.been.able.to.do.any.of.the.following?","Demonstrate.understanding.of.the.use.of.familiar.objects.(e.g.,.gives.cup.to.doll.to.drink)","Cognitive Development",,,,,"Has.the.patient.ever.been.able.to.do.any.of.the.following?_Demonstrate.understanding.of.the.use.of.familiar.objects.(e.g.,.gives.cup.to.doll.to.drink)"
118,"Has.the.patient.ever.been.able.to.do.any.of.the.following?","Imitate.household.activities.during.play.(e.g.,.tries.to.clean.with.sponge)","Cognitive Development",,,,,"Has.the.patient.ever.been.able.to.do.any.of.the.following?_Imitate.household.activities.during.play.(e.g.,.tries.to.clean.with.sponge)"
119,"Has.the.patient.ever.been.able.to.do.any.of.the.following?","Act.out.recent.experiences.using.gestures,.body.languages,.words","Cognitive Development",,,,,"Has.the.patient.ever.been.able.to.do.any.of.the.following?_Act.out.recent.experiences.using.gestures,.body.languages,.words"
120,"Has.the.patient.ever.been.able.to.do.any.of.the.following?","Understand.difference.between.food.and.objects.(e.g.,.unwraps.candy,.does.not.eat.non-food.objects)","Cognitive Development",,,,,"Has.the.patient.ever.been.able.to.do.any.of.the.following?_Understand.difference.between.food.and.objects.(e.g.,.unwraps.candy,.does.not.eat.non-food.objects)"
121,"Has.the.patient.ever.been.able.to.do.any.of.the.following?","Play.with.interactive.games/toys","Cognitive Development",,,,,"Has.the.patient.ever.been.able.to.do.any.of.the.following?_Play.with.interactive.games/toys"
122,"Has.the.patient.ever.been.able.to.do.any.of.the.following?","Observe.actions.of.others.and.imitate.them.at.a.later.time","Cognitive Development",,,,,"Has.the.patient.ever.been.able.to.do.any.of.the.following?_Observe.actions.of.others.and.imitate.them.at.a.later.time"
123,"Has.the.patient.ever.been.able.to.do.any.of.the.following?","Use.functional.toys.appropriately.(e.g.,.pounds.hammer)","Cognitive Development",,,,,"Has.the.patient.ever.been.able.to.do.any.of.the.following?_Use.functional.toys.appropriately.(e.g.,.pounds.hammer)"
124,"Has.the.patient.ever.been.able.to.do.any.of.the.following?","No","Cognitive Development",,,,,"Has.the.patient.ever.been.able.to.do.any.of.the.following?_No"
125,"Has.the.patient.ever.been.able.to.do.any.of.the.following?","Unsure","Cognitive Development",,,,,"Has.the.patient.ever.been.able.to.do.any.of.the.following?_Unsure"
126,"Has.the.patient.ever.experienced.regression.in.cognitive.abilities?",,"Cognitive Development",,,,,"Has.the.patient.ever.experienced.regression.in.cognitive.abilities?"
127,"How.did.the.regression.occur?",,"Cognitive Development",,,,,"How.did.the.regression.occur?"
128,"How.did.the.regression.occur?","Other.Value","Cognitive Development",,,,,"How.did.the.regression.occur?_Other.Value"
129,"At.what.age.has.the.regression.occurred?",,"Cognitive Development",,,,,"At.what.age.has.the.regression.occurred?"
130,"Was.the.ability.regained?",,"Cognitive Development",,,,,"Was.the.ability.regained?"
131,"If.the.patient.received.a.recent.assessment.of.cognitive.development,.what.was.the.age-equivalent.given.in.the.assessment?",,"Cognitive Development",1,,,,"If.the.patient.received.a.recent.assessment.of.cognitive.development,.what.was.the.age-equivalent.given.in.the.assessment?"
132,"Has.patient.been.diagnosed.with.any.of.the.following.cognitive.impairment.or.learning.disability?","Dyslexia","Cognitive Development",,,,,"Has.patient.been.diagnosed.with.any.of.the.following.cognitive.impairment.or.learning.disability?_Dyslexia"
133,"Has.patient.been.diagnosed.with.any.of.the.following.cognitive.impairment.or.learning.disability?","Dysphasia/Aphasia","Cognitive Development",,,,,"Has.patient.been.diagnosed.with.any.of.the.following.cognitive.impairment.or.learning.disability?_Dysphasia/Aphasia"
134,"Has.patient.been.diagnosed.with.any.of.the.following.cognitive.impairment.or.learning.disability?","Dyscalculia","Cognitive Development",,,,,"Has.patient.been.diagnosed.with.any.of.the.following.cognitive.impairment.or.learning.disability?_Dyscalculia"
135,"Has.patient.been.diagnosed.with.any.of.the.following.cognitive.impairment.or.learning.disability?","Auditory.processing.disorder","Cognitive Development",,,,,"Has.patient.been.diagnosed.with.any.of.the.following.cognitive.impairment.or.learning.disability?_Auditory.processing.disorder"
136,"Has.patient.been.diagnosed.with.any.of.the.following.cognitive.impairment.or.learning.disability?","Non-verbal.learning.disability","Cognitive Development",,,,,"Has.patient.been.diagnosed.with.any.of.the.following.cognitive.impairment.or.learning.disability?_Non-verbal.learning.disability"
137,"Has.patient.been.diagnosed.with.any.of.the.following.cognitive.impairment.or.learning.disability?","Intellectual.disability.(formerly.Mental.Retardation)","Cognitive Development",,,,,"Has.patient.been.diagnosed.with.any.of.the.following.cognitive.impairment.or.learning.disability?_Intellectual.disability.(formerly.Mental.Retardation)"
138,"Has.patient.been.diagnosed.with.any.of.the.following.cognitive.impairment.or.learning.disability?","No","Cognitive Development",,,,,"Has.patient.been.diagnosed.with.any.of.the.following.cognitive.impairment.or.learning.disability?_No"
139,"Has.patient.been.diagnosed.with.any.of.the.following.cognitive.impairment.or.learning.disability?","Unsure","Cognitive Development",,,,,"Has.patient.been.diagnosed.with.any.of.the.following.cognitive.impairment.or.learning.disability?_Unsure"
140,"Has.patient.been.diagnosed.with.any.of.the.following.cognitive.impairment.or.learning.disability?","Other","Cognitive Development",,,,,"Has.patient.been.diagnosed.with.any.of.the.following.cognitive.impairment.or.learning.disability?_Other"
141,"Has.patient.been.diagnosed.with.any.of.the.following.cognitive.impairment.or.learning.disability?","Other.Value","Cognitive Development",,,,,"Has.patient.been.diagnosed.with.any.of.the.following.cognitive.impairment.or.learning.disability?_Other.Value"
142,"With.PMS,.some.children.develop.understandable.verbal.speech.while.others.do.not..If.the.patient.is.over.age.2,.please.choose.the.response.that.most.closely.matches.your.child's.abilities.today.",,"Communication Development",1,,,,"With.PMS,.some.children.develop.understandable.verbal.speech.while.others.do.not..If.the.patient.is.over.age.2,.please.choose.the.response.that.most.closely.matches.your.child's.abilities.today."
143,"Has.the.patient.achieved.any.of.the.following.communication.milestones?","Social.smile","Communication Development",,,,,"Has.the.patient.achieved.any.of.the.following.communication.milestones?_Social.smile"
144,"Has.the.patient.achieved.any.of.the.following.communication.milestones?","Single.syllables.utterances.(e.g..ma,.da)","Communication Development",,,,,"Has.the.patient.achieved.any.of.the.following.communication.milestones?_Single.syllables.utterances.(e.g..ma,.da)"
145,"Has.the.patient.achieved.any.of.the.following.communication.milestones?","First.verbal.word.(e.g..'go')","Communication Development",,,,,"Has.the.patient.achieved.any.of.the.following.communication.milestones?_First.verbal.word.(e.g..'go')"
146,"Has.the.patient.achieved.any.of.the.following.communication.milestones?","Verbal.two.word.sentences.(e.g..'go.car')","Communication Development",,,,,"Has.the.patient.achieved.any.of.the.following.communication.milestones?_Verbal.two.word.sentences.(e.g..'go.car')"
147,"Has.the.patient.achieved.any.of.the.following.communication.milestones?","Read.whole.words.(word.as.an.individual.unit)","Communication Development",,,,,"Has.the.patient.achieved.any.of.the.following.communication.milestones?_Read.whole.words.(word.as.an.individual.unit)"
148,"Has.the.patient.achieved.any.of.the.following.communication.milestones?","Phonics.type.reading.(sounds.out.words)","Communication Development",,,,,"Has.the.patient.achieved.any.of.the.following.communication.milestones?_Phonics.type.reading.(sounds.out.words)"
149,"Has.the.patient.achieved.any.of.the.following.communication.milestones?","Write/type.using.a.keyboard","Communication Development",,,,,"Has.the.patient.achieved.any.of.the.following.communication.milestones?_Write/type.using.a.keyboard"
150,"What.non-verbal.communication.skills.has.the.patient.used.on.a.regular.basis?","Gesturing","Communication Development",,,,,"What.non-verbal.communication.skills.has.the.patient.used.on.a.regular.basis?_Gesturing"
151,"What.non-verbal.communication.skills.has.the.patient.used.on.a.regular.basis?","Pointing","Communication Development",,,,,"What.non-verbal.communication.skills.has.the.patient.used.on.a.regular.basis?_Pointing"
152,"What.non-verbal.communication.skills.has.the.patient.used.on.a.regular.basis?","Sign.language","Communication Development",,,,,"What.non-verbal.communication.skills.has.the.patient.used.on.a.regular.basis?_Sign.language"
153,"What.non-verbal.communication.skills.has.the.patient.used.on.a.regular.basis?","Picture.Exchange.Communication.System.(PECS)","Communication Development",,,,,"What.non-verbal.communication.skills.has.the.patient.used.on.a.regular.basis?_Picture.Exchange.Communication.System.(PECS)"
154,"What.non-verbal.communication.skills.has.the.patient.used.on.a.regular.basis?","Icons.or.symbols.for.communication.(real.photos.or.icons.to.represent.words,.actions.or.activities)","Communication Development",,,,,"What.non-verbal.communication.skills.has.the.patient.used.on.a.regular.basis?_Icons.or.symbols.for.communication.(real.photos.or.icons.to.represent.words,.actions.or.activities)"
155,"What.non-verbal.communication.skills.has.the.patient.used.on.a.regular.basis?","Voice.Output.Communication.Device","Communication Development",,,,,"What.non-verbal.communication.skills.has.the.patient.used.on.a.regular.basis?_Voice.Output.Communication.Device"
156,"What.non-verbal.communication.skills.has.the.patient.used.on.a.regular.basis?","Unsure","Communication Development",,,,,"What.non-verbal.communication.skills.has.the.patient.used.on.a.regular.basis?_Unsure"
157,"What.non-verbal.communication.skills.has.the.patient.used.on.a.regular.basis?","None","Communication Development",,,,,"What.non-verbal.communication.skills.has.the.patient.used.on.a.regular.basis?_None"
158,"What.non-verbal.communication.skills.has.the.patient.used.on.a.regular.basis?","Not.applicable","Communication Development",,,,,"What.non-verbal.communication.skills.has.the.patient.used.on.a.regular.basis?_Not.applicable"
