"ColNum","Head1","Head2","SubFile","Evo","Reformat","VarName","Linked","Header"
85,"Has.the.patient.been.diagnosed.with.any.of.the.following.conditions?.If.yes,.did.the.diagnosis.of.each.condition.change.once.the.diagnosis.of.Phelan-McDermid.Syndrome.was.made?","4_Condition","Diagnosis",,"refactor","Condition","4","Has.the.patient.been.diagnosed.with.any.of.the.following.conditions?.If.yes,.did.the.diagnosis.of.each.condition.change.once.the.diagnosis.of.Phelan-McDermid.Syndrome.was.made?_4_Condition"
86,"Has.the.patient.been.diagnosed.with.any.of.the.following.conditions?.If.yes,.did.the.diagnosis.of.each.condition.change.once.the.diagnosis.of.Phelan-McDermid.Syndrome.was.made?","4_Age.at.diagnosis","Diagnosis",,,"Age.at.diagnosis","4","Has.the.patient.been.diagnosed.with.any.of.the.following.conditions?.If.yes,.did.the.diagnosis.of.each.condition.change.once.the.diagnosis.of.Phelan-McDermid.Syndrome.was.made?_4_Age.at.diagnosis"
87,"Has.the.patient.been.diagnosed.with.any.of.the.following.conditions?.If.yes,.did.the.diagnosis.of.each.condition.change.once.the.diagnosis.of.Phelan-McDermid.Syndrome.was.made?","4_Status","Diagnosis",,,"Status","4","Has.the.patient.been.diagnosed.with.any.of.the.following.conditions?.If.yes,.did.the.diagnosis.of.each.condition.change.once.the.diagnosis.of.Phelan-McDermid.Syndrome.was.made?_4_Status"
88,"If.the.patient.has.been.tested.or.diagnosed.with.a.condition,.not.listed.above,.please.write.it.in.the.space.below.",,"Diagnosis",,,,,"If.the.patient.has.been.tested.or.diagnosed.with.a.condition,.not.listed.above,.please.write.it.in.the.space.below."
89,"How.old.was.the.patient.at.the.time.of.diagnosis.with.Phelan-McDermid.Syndrome.or.a.SHANK3.mutation?","Age_Years","Diagnosis",,,,,"How.old.was.the.patient.at.the.time.of.diagnosis.with.Phelan-McDermid.Syndrome.or.a.SHANK3.mutation?_Age_Years"
90,"How.old.was.the.patient.at.the.time.of.diagnosis.with.Phelan-McDermid.Syndrome.or.a.SHANK3.mutation?","Age_Months","Diagnosis",,,,,"How.old.was.the.patient.at.the.time.of.diagnosis.with.Phelan-McDermid.Syndrome.or.a.SHANK3.mutation?_Age_Months"
91,"What.are.the.results.of.the.patient's.genetic.test?",,"Diagnosis",,,,,"What.are.the.results.of.the.patient's.genetic.test?"
92,"What.are.the.results.of.the.patient's.genetic.test?","Other.Value","Diagnosis",,,,,"What.are.the.results.of.the.patient's.genetic.test?_Other.Value"
93,"What.are.the.patient's.chromosome.or.SHANK3.abnormalities?","Chromosomal.Deletion.[terminal/interstitial]","Diagnosis",,,,,"What.are.the.patient's.chromosome.or.SHANK3.abnormalities?_Chromosomal.Deletion.[terminal/interstitial]"
94,"What.are.the.patient's.chromosome.or.SHANK3.abnormalities?","Ring","Diagnosis",,,,,"What.are.the.patient's.chromosome.or.SHANK3.abnormalities?_Ring"
95,"What.are.the.patient's.chromosome.or.SHANK3.abnormalities?","Translocation","Diagnosis",,,,,"What.are.the.patient's.chromosome.or.SHANK3.abnormalities?_Translocation"
96,"What.are.the.patient's.chromosome.or.SHANK3.abnormalities?","Inversion","Diagnosis",,,,,"What.are.the.patient's.chromosome.or.SHANK3.abnormalities?_Inversion"
97,"What.are.the.patient's.chromosome.or.SHANK3.abnormalities?","Other.structural.changes","Diagnosis",,,,,"What.are.the.patient's.chromosome.or.SHANK3.abnormalities?_Other.structural.changes"
98,"What.are.the.patient's.chromosome.or.SHANK3.abnormalities?","Mosaicism","Diagnosis",,,,,"What.are.the.patient's.chromosome.or.SHANK3.abnormalities?_Mosaicism"
99,"What.are.the.patient's.chromosome.or.SHANK3.abnormalities?","SHANK3.mutation.(including.point.mutations,.frame.shifts,.etc.)","Diagnosis",,,,,"What.are.the.patient's.chromosome.or.SHANK3.abnormalities?_SHANK3.mutation.(including.point.mutations,.frame.shifts,.etc.)"
100,"What.are.the.patient's.chromosome.or.SHANK3.abnormalities?","Chromosomal.Duplication","Diagnosis",,,,,"What.are.the.patient's.chromosome.or.SHANK3.abnormalities?_Chromosomal.Duplication"
101,"What.are.the.patient's.chromosome.or.SHANK3.abnormalities?","Unsure","Diagnosis",,,,,"What.are.the.patient's.chromosome.or.SHANK3.abnormalities?_Unsure"
102,"What.are.the.patient's.chromosome.or.SHANK3.abnormalities?","Other","Diagnosis",,,,,"What.are.the.patient's.chromosome.or.SHANK3.abnormalities?_Other"
103,"What.are.the.patient's.chromosome.or.SHANK3.abnormalities?","Other.Value","Diagnosis",,,,,"What.are.the.patient's.chromosome.or.SHANK3.abnormalities?_Other.Value"
104,"What.testing.was.performed.to.determine.the.genetic.abnormality?","FISH","Diagnosis",,,,,"What.testing.was.performed.to.determine.the.genetic.abnormality?_FISH"
105,"What.testing.was.performed.to.determine.the.genetic.abnormality?","Gene.sequencing","Diagnosis",,,,,"What.testing.was.performed.to.determine.the.genetic.abnormality?_Gene.sequencing"
106,"What.testing.was.performed.to.determine.the.genetic.abnormality?","High-resolution.chromosome.analysis","Diagnosis",,,,,"What.testing.was.performed.to.determine.the.genetic.abnormality?_High-resolution.chromosome.analysis"
107,"What.testing.was.performed.to.determine.the.genetic.abnormality?","CGH.(Comparative.Genomic.Hybridization,.Chromosomal.Microarray,.CMA,.or.Microarray)","Diagnosis",,,,,"What.testing.was.performed.to.determine.the.genetic.abnormality?_CGH.(Comparative.Genomic.Hybridization,.Chromosomal.Microarray,.CMA,.or.Microarray)"
108,"What.testing.was.performed.to.determine.the.genetic.abnormality?","Unsure","Diagnosis",,,,,"What.testing.was.performed.to.determine.the.genetic.abnormality?_Unsure"
109,"What.testing.was.performed.to.determine.the.genetic.abnormality?","Other","Diagnosis",,,,,"What.testing.was.performed.to.determine.the.genetic.abnormality?_Other"
110,"What.testing.was.performed.to.determine.the.genetic.abnormality?","Other.Value","Diagnosis",,,,,"What.testing.was.performed.to.determine.the.genetic.abnormality?_Other.Value"
111,"How.was.the.testing.paid?","Private.insurance","Diagnosis",,,,,"How.was.the.testing.paid?_Private.insurance"
112,"How.was.the.testing.paid?","Medicaid","Diagnosis",,,,,"How.was.the.testing.paid?_Medicaid"
113,"How.was.the.testing.paid?","Fee-for-service.(paid.out.of.pocket)","Diagnosis",,,,,"How.was.the.testing.paid?_Fee-for-service.(paid.out.of.pocket)"
114,"How.was.the.testing.paid?","Research.study","Diagnosis",,,,,"How.was.the.testing.paid?_Research.study"
115,"How.was.the.testing.paid?","Unsure","Diagnosis",,,,,"How.was.the.testing.paid?_Unsure"
116,"How.was.the.testing.paid?","Other","Diagnosis",,,,,"How.was.the.testing.paid?_Other"
117,"How.was.the.testing.paid?","Other.Value","Diagnosis",,,,,"How.was.the.testing.paid?_Other.Value"
118,"Did.any.of.the.patient's.family.members.receive.genetic.testing.for.Phelan-McDermid.Syndrome.or.SHANK3.mutations?","Mother","Diagnosis",,,,,"Did.any.of.the.patient's.family.members.receive.genetic.testing.for.Phelan-McDermid.Syndrome.or.SHANK3.mutations?_Mother"
119,"Did.any.of.the.patient's.family.members.receive.genetic.testing.for.Phelan-McDermid.Syndrome.or.SHANK3.mutations?","Father","Diagnosis",,,,,"Did.any.of.the.patient's.family.members.receive.genetic.testing.for.Phelan-McDermid.Syndrome.or.SHANK3.mutations?_Father"
120,"Did.any.of.the.patient's.family.members.receive.genetic.testing.for.Phelan-McDermid.Syndrome.or.SHANK3.mutations?","Sibling","Diagnosis",,,,,"Did.any.of.the.patient's.family.members.receive.genetic.testing.for.Phelan-McDermid.Syndrome.or.SHANK3.mutations?_Sibling"
121,"Did.any.of.the.patient's.family.members.receive.genetic.testing.for.Phelan-McDermid.Syndrome.or.SHANK3.mutations?","Grandparent","Diagnosis",,,,,"Did.any.of.the.patient's.family.members.receive.genetic.testing.for.Phelan-McDermid.Syndrome.or.SHANK3.mutations?_Grandparent"
122,"Did.any.of.the.patient's.family.members.receive.genetic.testing.for.Phelan-McDermid.Syndrome.or.SHANK3.mutations?","Aunt/Uncle","Diagnosis",,,,,"Did.any.of.the.patient's.family.members.receive.genetic.testing.for.Phelan-McDermid.Syndrome.or.SHANK3.mutations?_Aunt/Uncle"
123,"Did.any.of.the.patient's.family.members.receive.genetic.testing.for.Phelan-McDermid.Syndrome.or.SHANK3.mutations?","Cousin","Diagnosis",,,,,"Did.any.of.the.patient's.family.members.receive.genetic.testing.for.Phelan-McDermid.Syndrome.or.SHANK3.mutations?_Cousin"
124,"Did.any.of.the.patient's.family.members.receive.genetic.testing.for.Phelan-McDermid.Syndrome.or.SHANK3.mutations?","None","Diagnosis",,,,,"Did.any.of.the.patient's.family.members.receive.genetic.testing.for.Phelan-McDermid.Syndrome.or.SHANK3.mutations?_None"
125,"Did.any.of.the.patient's.family.members.receive.genetic.testing.for.Phelan-McDermid.Syndrome.or.SHANK3.mutations?","Unsure","Diagnosis",,,,,"Did.any.of.the.patient's.family.members.receive.genetic.testing.for.Phelan-McDermid.Syndrome.or.SHANK3.mutations?_Unsure"
126,"If.the.family.member's.results.were.abnormal,.check.all.that.apply.","Chromosomal.Deletion.[terminal/interstitial]","Diagnosis",,,,,"If.the.family.member's.results.were.abnormal,.check.all.that.apply._Chromosomal.Deletion.[terminal/interstitial]"
127,"If.the.family.member's.results.were.abnormal,.check.all.that.apply.","Ring","Diagnosis",,,,,"If.the.family.member's.results.were.abnormal,.check.all.that.apply._Ring"
128,"If.the.family.member's.results.were.abnormal,.check.all.that.apply.","Translocation","Diagnosis",,,,,"If.the.family.member's.results.were.abnormal,.check.all.that.apply._Translocation"
129,"If.the.family.member's.results.were.abnormal,.check.all.that.apply.","Inversion","Diagnosis",,,,,"If.the.family.member's.results.were.abnormal,.check.all.that.apply._Inversion"
130,"If.the.family.member's.results.were.abnormal,.check.all.that.apply.","Other.structural.change","Diagnosis",,,,,"If.the.family.member's.results.were.abnormal,.check.all.that.apply._Other.structural.change"
131,"If.the.family.member's.results.were.abnormal,.check.all.that.apply.","Mosaicism","Diagnosis",,,,,"If.the.family.member's.results.were.abnormal,.check.all.that.apply._Mosaicism"
132,"If.the.family.member's.results.were.abnormal,.check.all.that.apply.","SHANK3.mutation.(including.point.mutations,.frame.shifts,.etc.)","Diagnosis",,,,,"If.the.family.member's.results.were.abnormal,.check.all.that.apply._SHANK3.mutation.(including.point.mutations,.frame.shifts,.etc.)"
133,"If.the.family.member's.results.were.abnormal,.check.all.that.apply.","Condition.unrelated.to.PMS.found","Diagnosis",,,,,"If.the.family.member's.results.were.abnormal,.check.all.that.apply._Condition.unrelated.to.PMS.found"
134,"If.the.family.member's.results.were.abnormal,.check.all.that.apply.","Unsure","Diagnosis",,,,,"If.the.family.member's.results.were.abnormal,.check.all.that.apply._Unsure"
135,"If.the.family.member's.results.were.abnormal,.check.all.that.apply.","Not.applicable","Diagnosis",,,,,"If.the.family.member's.results.were.abnormal,.check.all.that.apply._Not.applicable"
136,"Is.one.of.the.parents.a.carrier.of.a.chromosomal.change.or.mutation?",,"Diagnosis",,,,,"Is.one.of.the.parents.a.carrier.of.a.chromosomal.change.or.mutation?"
137,"Does.one.of.the.parents.have.an.identical.chromosomal.change.or.mutation?",,"Diagnosis",,,,,"Does.one.of.the.parents.have.an.identical.chromosomal.change.or.mutation?"
138,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","1_Siblings","Diagnosis",,,"Siblings","1","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._1_Siblings"
139,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","1_Month","Diagnosis",,,"Month","1","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._1_Month"
140,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","1_Year","Diagnosis",,,"Year","1","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._1_Year"
141,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","2_Siblings","Diagnosis",,,"Siblings","2","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._2_Siblings"
142,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","2_Month","Diagnosis",,,"Month","2","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._2_Month"
143,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","2_Year","Diagnosis",,,"Year","2","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._2_Year"
144,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","3_Siblings","Diagnosis",,,"Siblings","3","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._3_Siblings"
145,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","3_Month","Diagnosis",,,"Month","3","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._3_Month"
146,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","3_Year","Diagnosis",,,"Year","3","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._3_Year"
147,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","4_Siblings","Diagnosis",,,"Siblings","4","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._4_Siblings"
148,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","4_Month","Diagnosis",,,"Month","4","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._4_Month"
149,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","4_Year","Diagnosis",,,"Year","4","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._4_Year"
150,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","5_Siblings","Diagnosis",,,"Siblings","5","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._5_Siblings"
151,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","5_Month","Diagnosis",,,"Month","5","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._5_Month"
152,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","5_Year","Diagnosis",,,"Year","5","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._5_Year"
153,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","6_Siblings","Diagnosis",,,"Siblings","6","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._6_Siblings"
154,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","6_Month","Diagnosis",,,"Month","6","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._6_Month"
155,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","6_Year","Diagnosis",,,"Year","6","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._6_Year"
156,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","7_Siblings","Diagnosis",,,"Siblings","7","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._7_Siblings"
157,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","7_Month","Diagnosis",,,"Month","7","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._7_Month"
158,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","7_Year","Diagnosis",,,"Year","7","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._7_Year"
159,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","8_Siblings","Diagnosis",,,"Siblings","8","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._8_Siblings"
160,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","8_Month","Diagnosis",,,"Month","8","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._8_Month"
161,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","8_Year","Diagnosis",,,"Year","8","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._8_Year"
162,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","9_Siblings","Diagnosis",,,"Siblings","9","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._9_Siblings"
163,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","9_Month","Diagnosis",,,"Month","9","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._9_Month"
164,"Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth.","9_Year","Diagnosis",,,"Year","9","Does.the.patient.have.siblings?.If.yes,.please.select.month.and.year.of.siblings'.birth._9_Year"
165,"Have.any.of.the.patient's.siblings.been.diagnosed.with.any.of.the.following.conditions?","1_Conditions","Diagnosis",,"refactor","Conditions","1","Have.any.of.the.patient's.siblings.been.diagnosed.with.any.of.the.following.conditions?_1_Conditions"
166,"Have.any.of.the.patient's.siblings.been.diagnosed.with.any.of.the.following.conditions?","1_Age.at.diagnosis","Diagnosis",,,"Age.at.diagnosis","1","Have.any.of.the.patient's.siblings.been.diagnosed.with.any.of.the.following.conditions?_1_Age.at.diagnosis"
167,"Have.any.of.the.patient's.siblings.been.diagnosed.with.any.of.the.following.conditions?","2_Conditions","Diagnosis",,"refactor","Conditions","2","Have.any.of.the.patient's.siblings.been.diagnosed.with.any.of.the.following.conditions?_2_Conditions"
168,"Have.any.of.the.patient's.siblings.been.diagnosed.with.any.of.the.following.conditions?","2_Age.at.diagnosis","Diagnosis",,,"Age.at.diagnosis","2","Have.any.of.the.patient's.siblings.been.diagnosed.with.any.of.the.following.conditions?_2_Age.at.diagnosis"
