Filename	Category Code	Column Number	Data Label
Age_Survey_Session_Months.txt	01_PMS_Ontology+01_Demographics+07_Age_at_Survey_Sessions+01_Age_under_2_at_first_entry	5	04_Age_at_4th_Survey_Session_in_Months
Age_Survey_Session_Months.txt	01_PMS_Ontology+01_Demographics+07_Age_at_Survey_Sessions+01_Age_under_2_at_first_entry	6	05_Age_at_5th_Survey_Session_in_Months
Age_Survey_Session_Months.txt	01_PMS_Ontology+01_Demographics+07_Age_at_Survey_Sessions+01_Age_under_2_at_first_entry	7	06_Age_at_6th_Survey_Session_in_Months
Age_Survey_Session_Months.txt	01_PMS_Ontology+01_Demographics+07_Age_at_Survey_Sessions+01_Age_under_2_at_first_entry	8	07_Age_at_7th_Survey_Session_in_Months
Age_Survey_Session_Months.txt	01_PMS_Ontology+01_Demographics+07_Age_at_Survey_Sessions+01_Age_under_2_at_first_entry	9	08_Age_at_8th_Survey_Session_in_Months
Age_Survey_Session_Months.txt	01_PMS_Ontology+01_Demographics+07_Age_at_Survey_Sessions+01_Age_under_2_at_first_entry	10	09_Age_at_9th_Survey_Session_in_Months
Age_Survey_Session_Years.txt	01_PMS_Ontology+01_Demographics+08_Age_at_Survey_Sessions+02_Age_2_and_older_at_first_entry	1	SUBJ_ID
Age_Survey_Session_Years.txt	01_PMS_Ontology+01_Demographics+08_Age_at_Survey_Sessions+02_Age_2_and_older_at_first_entry	2	01_Age_at_First_Survey_Session_in_Years
Age_Survey_Session_Years.txt	01_PMS_Ontology+01_Demographics+08_Age_at_Survey_Sessions+02_Age_2_and_older_at_first_entry	3	02_Age_at_2nd_Survey_Session_in_Years
Age_Survey_Session_Years.txt	01_PMS_Ontology+01_Demographics+08_Age_at_Survey_Sessions+02_Age_2_and_older_at_first_entry	4	03_Age_at_3rd_Survey_Session_in_Years
Age_Survey_Session_Years.txt	01_PMS_Ontology+01_Demographics+08_Age_at_Survey_Sessions+02_Age_2_and_older_at_first_entry	5	04_Age_at_4th_Survey_Session_in_Years
Age_Survey_Session_Years.txt	01_PMS_Ontology+01_Demographics+08_Age_at_Survey_Sessions+02_Age_2_and_older_at_first_entry	6	05_Age_at_5th_Survey_Session_in_Years
Age_Survey_Session_Years.txt	01_PMS_Ontology+01_Demographics+08_Age_at_Survey_Sessions+02_Age_2_and_older_at_first_entry	7	06_Age_at_6th_Survey_Session_in_Years
Age_Survey_Session_Years.txt	01_PMS_Ontology+01_Demographics+08_Age_at_Survey_Sessions+02_Age_2_and_older_at_first_entry	8	07_Age_at_7th_Survey_Session_in_Years
Age_Survey_Session_Years.txt	01_PMS_Ontology+01_Demographics+08_Age_at_Survey_Sessions+02_Age_2_and_older_at_first_entry	9	08_Age_at_8th_Survey_Session_in_Years
Age_Survey_Session_Years.txt	01_PMS_Ontology+01_Demographics+08_Age_at_Survey_Sessions+02_Age_2_and_older_at_first_entry	10	09_Age_at_9th_Survey_Session_in_Years
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	1	SUBJ_ID
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	2	01_Autism
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	3	02_Autism_Age_at_testing
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	4	03_Asperger_Syndrome
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	5	04_Asperger_Syndrome_Age_at_testing
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	6	05_Autistic-like_features
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	7	06_Autistic-like_features_Age_at_testing
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	8	07_Pervasive_Developmental_Disorder
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	9	08_Pervasive_Developmental_Disorder_Age_at_testing
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	10	09_Cerebral_Palsy
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	11	10_Cerebral_Palsy_Age_at_testing
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	12	11_ADHD
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	13	12_ADHD_Age_at_testing
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	14	13_Spinal_Muscular_Atrophy
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	15	14_Spinal_Muscular_Atrophy_Age_at_testing
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	16	15_Fragile_X_Syndrome
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	17	16_Fragile_X_Syndrome_Age_at_testing
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	18	17_Prader-Willi_Syndrome
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	19	18_Prader-Willi_Syndrome_Age_at_testing
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	20	19_Velocardiofacial-DiGeorge_Syndrome
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	21	20_Velocardiofacial-DiGeorge_Syndrome_Age_at_testing
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	22	21_Angelman_Syndrome
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	23	22_Angelman_Syndrome_Age_at_testing
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	24	23_Williams_Syndrome
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	25	24_Williams_Syndrome_Age_at_testing
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	26	25_Mitochondrial_Disorder
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	27	26_Mitochondrial_Disorder_Age_at_testing
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	28	27_Sotos_Syndrome
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	29	28_Sotos_Syndrome_Age_at_testing
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	30	29_Other
Testings.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+01_Has_the_patient_been_tested_for_any_of_the_following_conditions	31	30_Other_Age_at_testing
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	1	SUBJ_ID
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	2	01_Autism
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	3	02_Autism_Age_at_diagnosis
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions+01_Change_in_diagnosis_of_condition_after_PMS_diagnosis	4	03_Autism_Status
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	5	04_Asperger_Syndrome
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	6	05_Asperger_Syndrome_Age_at_diagnosis
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions+01_Change_in_diagnosis_of_condition_after_PMS_diagnosis	7	06_Asperger_Syndrome_Status
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	8	07_Autistic-like_features
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	9	08_Autistic-like_features_Age_at_diagnosis
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions+01_Change_in_diagnosis_of_condition_after_PMS_diagnosis	10	09_Autistic-like_features_Status
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	11	10_Pervasive_Developmental_Disorder
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	12	11_Pervasive_Developmental_Disorder_Age_at_diagnosis
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions+01_Change_in_diagnosis_of_condition_after_PMS_diagnosis	13	12_Pervasive_Developmental_Disorder_Status
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	14	13_Cerebral_Palsy
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	15	14_Cerebral_Palsy_Age_at_diagnosis
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions+01_Change_in_diagnosis_of_condition_after_PMS_diagnosis	16	14_Cerebral_Palsy_Status
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	17	15_ADHD
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	18	16_ADHD_Age_at_diagnosis
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions+01_Change_in_diagnosis_of_condition_after_PMS_diagnosis	19	17_ADHD_Status
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	20	18_Spinal_Muscular_Atrophy
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	21	19_Spinal_Muscular_Atrophy_Age_at_diagnosis
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions+01_Change_in_diagnosis_of_condition_after_PMS_diagnosis	22	20_Spinal_Muscular_Atrophy_Status
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	23	21_Fragile_X_Syndrome
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	24	22_Fragile_X_Syndrome_Age_at_diagnosis
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions+01_Change_in_diagnosis_of_condition_after_PMS_diagnosis	25	22_Fragile_X_Syndrome_Status
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	26	23_Prader-Willi_Syndrome
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	27	24_Prader-Willi_Syndrome_Age_at_diagnosis
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions+01_Change_in_diagnosis_of_condition_after_PMS_diagnosis	28	25_Prader-Willi_Syndrome_Status
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	29	26_Velocardiofacial-DiGeorge_Syndrome
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	30	27_Velocardiofacial-DiGeorge_Syndrome_Age_at_diagnosis
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions+01_Change_in_diagnosis_of_condition_after_PMS_diagnosis	31	27_Velocardiofacial-DiGeorge_Syndrome_Status
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	32	28_Angelman_Syndrome
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	33	29_Angelman_Syndrome_Age_at_diagnosis
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions+01_Change_in_diagnosis_of_condition_after_PMS_diagnosis	34	30_Angelman_Syndrome_Status
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	35	31_Williams_Syndrome
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	36	32_Williams_Syndrome_Age_at_diagnosis
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions+01_Change_in_diagnosis_of_condition_after_PMS_diagnosis	37	32_Williams_Syndrome_Status
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	38	33_Mitochondrial_Disorder
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	39	34_Mitochondrial_Disorder_Age_at_diagnosis
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions+01_Change_in_diagnosis_of_condition_after_PMS_diagnosis	40	35_Mitochondrial_Disorder_Status
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	41	36_Sotos_Syndrome
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	42	37_Sotos_Syndrome_Age_at_diagnosis
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions+01_Change_in_diagnosis_of_condition_after_PMS_diagnosis	43	38_Sotos_Syndrome_Status
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	44	39_Other
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	45	40_Other_Age_at_diagnosis
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions+01_Change_in_diagnosis_of_condition_after_PMS_diagnosis	46	41_Other_Status
Conditions.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+02_Has_the_patient_been_diagnosed_with_any_of_the_following_conditions	47	42_The_patient_has_been_tested_or_diagnosed_with_a_condition_not_listed_above
Age_Diag_PMS.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis	1	SUBJ_ID
Age_Diag_PMS.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis	2	03_How_old_was_the_patient_at_the_time_of_diagnosis_with_PMS_or_SHANK3_mutation
Genetic_Test_Result.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis	1	SUBJ_ID
Genetic_Test_Result.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis	2	04_What_are_the_patient_genetic_test_results
Abnormalities.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+05_What_are_the_patient_chromosome_or_SHANK3_abnormalities	1	SUBJ_ID
Abnormalities.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+05_What_are_the_patient_chromosome_or_SHANK3_abnormalities	3	01_Chromosomal_Deletion
Abnormalities.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+05_What_are_the_patient_chromosome_or_SHANK3_abnormalities	4	02_Ring
Abnormalities.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+05_What_are_the_patient_chromosome_or_SHANK3_abnormalities	5	03_Translocation
Abnormalities.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+05_What_are_the_patient_chromosome_or_SHANK3_abnormalities	6	04_Inversion
Abnormalities.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+05_What_are_the_patient_chromosome_or_SHANK3_abnormalities	7	05_Other_structural_change
Abnormalities.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+05_What_are_the_patient_chromosome_or_SHANK3_abnormalities	8	06_Mosaicism
Abnormalities.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+05_What_are_the_patient_chromosome_or_SHANK3_abnormalities	9	07_SHANK3_mutation
Abnormalities.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+05_What_are_the_patient_chromosome_or_SHANK3_abnormalities	10	08_Chromosomal_duplication
Genetic_Test_Performed.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+06_What_testing_was_performed_to_determine_the_genetic_abnormality	1	SUBJ_ID
Genetic_Test_Performed.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+06_What_testing_was_performed_to_determine_the_genetic_abnormality	2	01_FISH
Genetic_Test_Performed.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+06_What_testing_was_performed_to_determine_the_genetic_abnormality	3	02_Gene_sequencing
Genetic_Test_Performed.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+06_What_testing_was_performed_to_determine_the_genetic_abnormality	4	03_High-resolution_chromosome_analysis
Genetic_Test_Performed.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+06_What_testing_was_performed_to_determine_the_genetic_abnormality	5	04_CGH
Genetic_Test_Performed.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+06_What_testing_was_performed_to_determine_the_genetic_abnormality	6	05_Other
Testings_Paid.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+07_How_was_the_testing_paid	1	SUBJ_ID
Testings_Paid.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+07_How_was_the_testing_paid	2	01_Private_insurance
Testings_Paid.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+07_How_was_the_testing_paid	3	02_Medicaid
Testings_Paid.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+07_How_was_the_testing_paid	4	03_Fee-for-service_(paid_out_of_pocket)
Testings_Paid.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+07_How_was_the_testing_paid	5	04_Research_study
Testings_Paid.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+07_How_was_the_testing_paid	6	05_Other
Testings_Paid.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+07_How_was_the_testing_paid	7	06_Other Value
Genetic_Test_Family.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+08_Did_any_of_the_patient_family_member_receive_genetic_testing_for_PMS_or_SHANK3_mutation	1	SUBJ_ID
Genetic_Test_Family.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+08_Did_any_of_the_patient_family_member_receive_genetic_testing_for_PMS_or_SHANK3_mutation	2	01_Family_member
Genetic_Test_Family.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+08_Did_any_of_the_patient_family_member_receive_genetic_testing_for_PMS_or_SHANK3_mutation	3	02_Mother
Genetic_Test_Family.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+08_Did_any_of_the_patient_family_member_receive_genetic_testing_for_PMS_or_SHANK3_mutation	4	03_Father
Genetic_Test_Family.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+08_Did_any_of_the_patient_family_member_receive_genetic_testing_for_PMS_or_SHANK3_mutation	5	04_Sibling
Genetic_Test_Family.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+08_Did_any_of_the_patient_family_member_receive_genetic_testing_for_PMS_or_SHANK3_mutation	6	05_Grandparent
Genetic_Test_Family.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+08_Did_any_of_the_patient_family_member_receive_genetic_testing_for_PMS_or_SHANK3_mutation	7	06_Aunt-Uncle
Genetic_Test_Family.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+08_Did_any_of_the_patient_family_member_receive_genetic_testing_for_PMS_or_SHANK3_mutation	8	07_Cousin
Abnormalities_Family.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+09_Patient_family_member_results	1	SUBJ_ID
Abnormalities_Family.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+09_Patient_family_member_results	2	01_Abnormal_results
Abnormalities_Family.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+09_Patient_family_member_results	3	02_Chromosomal_Deletion
Abnormalities_Family.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+09_Patient_family_member_results	4	03_Ring
Abnormalities_Family.txt	01_PMS_Ontology+02_Clinical_Questionnaire+01_Diagnosis+09_Patient_family_member_results	5	04_Translocation
